HIP,Proxy,RAhms,DEdms,Vmag,VarFlag,r_Vmag,RAdeg,DEdeg,AstroRef,Plx,pmRA,pmDE,e_RAdeg,e_DEdeg,e_Plx,e_pmRA,e_pmDE,DE:RA,Plx:RA,Plx:DE,pmRA:RA,pmRA:DE,pmRA:Plx,pmDE:RA,pmDE:DE,pmDE:Plx,pmDE:pmRA,F1,F2,BTmag,e_BTmag,VTmag,e_VTmag,m_BTmag,B-V,e_B-V,r_B-V,V-I,e_V-I,r_V-I,CombMag,Hpmag,e_Hpmag,Hpscat,o_Hpmag,m_Hpmag,Hpmax,HPmin,Period,HvarType,moreVar,morePhoto,CCDM,n_CCDM,Nsys,Ncomp,MultFlag,Source,Qual,m_HIP,theta,rho,e_rho,dHp,e_dHp,Survey,Chart,Notes,HD,BD,CoD,CPD,(V-I)red,SpType,r_SpType
23767," ",05 06 30.87,+41 14 04.7,3.18,1,H,76.62862102,41.23464074," ",14.87,30.6,-68.41,0.67,0.47,0.74,0.74,0.51,0.29,0.32,-0.07,0.15,0.1,-0.02,0.07,0.48,-0.14,0.31,0,0.67,2.971,0.003,3.143,0.003," ",-0.148,0.004,T,-0.17,0.03,C," ",3.116,8.0E-4,0.006,82," ",3.1,3.13,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",32630,"B+41 1058 ","          ","          ",-0.17,B3V,X
71908," ",14 42 30.69,-64 58 28.5,3.18,,H,220.62785433,-64.97456957," ",60.97,-192.64,-234.07,0.36,0.43,0.58,0.39,0.49,0.22,-0.21,-0.06,0.27,0.3,0.01,0.34,0.18,-0.11,0.42,0,0.88,3.502,0.002,3.211,0.002," ",0.256,0.012,G,0.26,0.02,A," ",3.2465,4.0E-4,0.004,162," ",3.24,3.25,,C," "," ",14425-6459,I,1,1," "," "," ","  ",,,,,,S," "," ",128898,"          ","          ",P-64  2977,0.26,F1Vp,X
23685," ",05 05 27.65,-22 22 15.1,3.19,1,H,76.36521705,-22.37085673," ",14.39,19.27,-72.35,0.45,0.46,0.68,0.66,0.63,-0.19,0.16,-0.04,0.2,-0.21,0.12,-0.21,0.16,-0.14,-0.3,0,0.69,5.116,0.003,3.351,0.002," ",1.46,0.043,G,1.5,0.02,A," ",3.3215,6.0E-4,0.006,137," ",3.31,3.33,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",32887,"B-22 1000 ",C-22  1997,P-22   698,1.5,K4III,4
22449," ",04 49 50.14,+06 57 40.5,3.19,,G,72.45890935,6.96124744," ",124.6,463.44,11.62,0.84,0.6,0.95,0.93,0.77,0.4,0.47,0.0,0.22,0.24,-0.02,0.16,0.51,-0.04,0.54,0,-0.04,3.745,0.003,3.241,0.003," ",0.484,0.003,T,0.53,0.02,A," ",3.2862,5.0E-4,0.004,64," ",3.28,3.29,,C," "," ",04499+0657,I,1,1," "," "," ","  ",,,,,,S," "," ",30652,"B+06  762 ","          ","          ",0.53,F6V,X
87261," ",17 49 51.45,-37 02 36.1,3.19,,H,267.4643802,-37.04337105," ",25.71,42.09,27.77,0.83,0.59,0.87,0.91,0.57,-0.2,-0.29,-0.18,0.37,-0.4,0.02,-0.34,0.59,-0.07,-0.27,4,-0.98,4.732,0.003,3.321,0.003," ",1.192,0.003,T,1.15,0.02,A," ",3.3521,5.0E-4,0.004,45," ",3.35,3.37,," "," "," ",17499-3703,I,1,1," "," "," ","  ",,,,,,S," "," ",161892,"          ",C-37 11907,P-37  7519,1.15,K0/K1III,3
83000," ",16 57 40.27,+09 22 30.2,3.19,,H,254.41779418,9.37505626," ",37.99,-293.03,-9.7,0.62,0.42,0.75,0.6,0.45,0.24,-0.41,-0.25,0.24,0.27,0.04,0.32,0.18,-0.14,0.17,0,1.66,4.691,0.003,3.322,0.002," ",1.16,0.43,G,1.1,0.02,A," ",3.3612,6.0E-4,0.005,99," ",3.36,3.37,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",153210,"B+09 3298 ","          ","          ",1.1,K2IIIvar,X
104732," ",21 12 56.18,+30 13 37.5,3.21,,G,318.23408977,30.22708128," ",21.62,6.87,-68.12,0.34,0.39,0.63,0.41,0.42,-0.08,0.0,-0.14,0.23,0.2,-0.2,0.2,0.2,0.07,-0.17,0,-1.81,4.469,0.002,3.312,0.001," ",0.99,0.0,G,0.97,0.0,H," ",3.3743,3.0E-4,0.004,174," ",3.37,3.38,," "," "," ",21129+3014,I,1,1,G," "," ","  ",,,,,,S," "," ",202109,"B+29 4348 ","          ","          ",0.97,G8II SB,G
116727," ",23 39 20.98,+77 37 55.1,3.21,,G,354.83742516,77.63196681," ",72.5,-48.85,127.18,0.42,0.41,0.52,0.48,0.44,0.04,0.06,0.12,0.23,0.02,-0.11,0.02,0.14,-0.02,-0.01,0,0.36,4.549,0.003,3.334,0.002," ",1.031,0.01,G,0.99,0.01,G," ",3.3767,4.0E-4,0.004,124," ",3.37,3.39,," "," "," ","          "," ",,1,G," "," ","  ",,,,,,S," "," ",222404,"B+76  928 ","          ","          ",0.99,K1IV,X
75141," ",15 21 22.34,-40 38 50.9,3.22,1,H,230.34306833,-40.64745946," ",6.39,-19.11,-24.05,0.79,0.61,0.86,0.88,0.72,-0.18,-0.37,-0.04,-0.22,0.03,0.18,0.12,-0.05,-0.19,-0.2,0,2.26,2.953,0.003,3.182,0.003," ",-0.227,0.012,G,-0.23,0.02,A," ",3.1417,0.0011,0.01,90," ",3.13,3.16,,M," "," ","          "," ",,1,G," "," ","  ",,,,,,S," ",P,136298,"          ",C-40  9538,P-40  6933,-0.23,B1.5IV,X
106032," ",21 28 39.58,+70 33 38.5,3.23,1,H,322.16489595,70.56069481," ",5.48,12.6,8.73,0.47,0.44,0.47,0.55,0.49,-0.21,0.0,0.03,-0.19,0.14,-0.14,0.15,-0.38,0.1,-0.23,0,1.38,2.958,0.003,3.195,0.003," ",-0.201,0.003,G,-0.25,0.03,C," ",3.1438,0.0022,0.013,82," ",3.12,3.17,0.19,P,1,A,21287+7034,I,1,1," "," "," ","  ",,,,,,S," ",P,205021,"B+69 1173 ","          ","          ",-0.25,B2IIIv SB,G
89962," ",18 21 18.92,-02 53 49.6,3.23,,H,275.32883578,-2.897122," ",52.81,-547.57,-700.72,0.63,0.49,0.75,0.61,0.5,-0.06,-0.36,-0.3,-0.2,-0.08,0.14,0.02,0.02,-0.1,-0.35,0,1.65,4.449,0.005,3.352,0.003," ",0.941,0.006,G,0.96,0.02,A," ",3.3995,7.0E-4,0.004,51," ",3.39,3.41,,C," "," ",18214-0253,I,1,1," "," "," ","  ",,,,,,S," "," ",168723,"B-02 4599 ","          ","          ",0.96,K0III-IV,X
79882," ",16 18 19.24,-04 41 33.4,3.23,1,G,244.58016994,-4.69260809," ",30.34,82.39,40.08,0.75,0.58,0.79,0.84,0.73,0.01,-0.23,-0.22,0.42,0.1,0.01,0.09,0.25,0.04,-0.25,0,1.71,4.472,0.005,3.342,0.004," ",0.966,0.014,G,0.96,0.02,A," ",3.3887,9.0E-4,0.005,51," ",3.38,3.4,,M," "," ",16183-0442,I,1,1," "," "," ","  ",,,,,,S," "," ",146791,"B-04 4086 ","          ","          ",0.96,G8III,X
99473," ",20 11 18.26,-00 49 17.3,3.24,,G,302.82610327,-0.82147569,+,11.36,35.48,6.05,1.33,0.51,0.92,1.03,0.6,0.45,0.09,0.09,0.32,0.23,0.26,-0.05,0.15,-0.11,0.01,0,0.82,3.185,0.002,3.237,0.002," ",-0.066,0.008,G,-0.06,0.02,A," ",3.2245,4.0E-4,0.004,81," ",3.22,3.23,," "," "," ",20113-0049,I,1,1,O," "," ","  ",,,,,,S," "," ",191692,"B-01 3911 ","          ","          ",-0.06,B9.5III,X
32607," ",06 48 11.54,-61 56 31.1,3.24,,H,102.04807134,-61.94197988," ",32.96,-68.39,242.03,2.22,1.87,2.14,2.34,2.29,-0.01,0.03,-0.01,-0.13,-0.05,-0.18,-0.06,-0.06,0.0,-0.04,1,,3.525,0.002,3.276,0.002," ",0.225,0.019,G,0.28,0.02,A," ",3.3114,5.0E-4,0.004,98," ",3.3,3.32,," "," "," ","          "," ",,1,X," ",S,"  ",,,,,,S," "," ",50241,"          ","          ",P-61   720,0.28,A7IV,X
93194," ",18 58 56.62,+32 41 22.4,3.25,1,G,284.73593568,32.68955312," ",5.14,-2.76,1.77,0.37,0.42,0.51,0.4,0.48,-0.02,0.09,-0.06,0.14,0.19,-0.07,0.21,0.08,0.11,-0.03,1,-0.28,3.204,0.002,3.243,0.002," ",-0.049,0.005,G,-0.03,0.03,C," ",3.2343,4.0E-4,0.004,149," ",3.23,3.24,,M," "," ",18590+3242,I,1,1," "," "," ","  ",,,,,,S," "," ",176437,"B+32 3286 ","          ","          ",-0.03,B9III,X
36377," ",07 29 13.88,-43 18 06.8,3.25,1,H,112.3078263,-43.30189129,+,17.74,-59.86,188.73,0.42,0.41,0.47,0.41,0.46,-0.03,0.15,-0.05,0.0,0.0,-0.08,-0.02,0.04,0.01,-0.02,1,0.71,5.251,0.004,3.438,0.003," ",1.509,0.004,T,1.54,0.01,L," ",3.3757,0.0017,0.014,118," ",3.35,3.39,130.5,P,1,A,07292-4318,I,1,1,O," "," ","  ",,,,,,S," "," ",59717,"          ",C-43  3260,P-43  1499,1.62,K5III SB,G
73714," ",15 04 04.26,-25 16 54.7,3.25,,H,226.01775793,-25.28185602," ",11.17,-71.85,-44.69,0.86,0.63,0.98,1.47,0.94,-0.14,0.2,-0.32,-0.09,-0.14,-0.02,-0.22,0.1,-0.31,0.32,0,0.36,5.417,0.011,3.472,0.01," ",1.674,0.038,G,2.23,0.02,A," ",3.3093,0.01,0.06,39," ",3.24,3.41,," "," "," ","          "," ",,1," "," ",S,"  ",,,,,,S," "," ",133216,"          ",C-24 11834,P-24  5432,2.23,M3/M4III,4
68895," ",14 06 22.27,-26 40 55.3,3.25,,H,211.59278733,-26.68201883," ",32.17,43.05,-140.82,0.65,0.47,0.77,0.73,0.57,-0.09,-0.26,-0.27,0.24,-0.05,0.01,-0.11,-0.08,0.23,-0.19,0,2.0,4.699,0.003,3.382,0.002," ",1.091,0.055,G,1.1,0.02,A," ",3.4187,5.0E-4,0.004,84," ",3.41,3.43,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",123123,"          ",C-26 10095,P-26  5170,1.1,K2III,3
17678," ",03 47 14.23,-74 14 21.3,3.26,1,H,56.80929799,-74.23924251," ",15.23,51.07,115.27,0.47,0.48,0.53,0.47,0.56,-0.08,0.24,-0.39,-0.19,0.04,-0.03,0.02,-0.05,0.01,0.09,1,-0.3,5.364,0.004,3.452,0.003," ",1.59,0.051,G,1.94,0.02,A," ",3.342,0.002,0.018,112," ",3.32,3.38,,U,2," ","          "," ",,1," "," ",S,"  ",,,,,,S," ",P,24512,"          ","          ",P-74   276,1.94,M2III,X
113136," ",22 54 39.04,-15 49 14.7,3.27,,H,343.6626635,-15.82075994," ",20.44,-44.08,-24.81,1.99,1.37,2.26,2.32,1.69,0.13,0.0,-0.17,-0.3,0.0,0.28,0.05,-0.34,0.36,0.12,0,,3.365,0.002,3.277,0.002," ",0.066,0.003,G,0.08,0.02,A," ",3.2964,6.0E-4,0.005,80," ",3.29,3.31,," "," "," ","          "," ",,1,X," "," ","  ",,,,,,S," "," ",216627,"B-16 6173 ","          ","          ",0.08,A3V,4
3092," ",00 39 19.60,+30 51 40.4,3.27,,H,9.83165567,30.86122579," ",32.19,115.38,-83.05,0.6,0.48,0.68,0.7,0.51,0.41,-0.03,-0.05,0.27,-0.09,0.07,-0.02,0.0,0.25,0.54,0,2.83,4.945,0.003,3.419,0.003," ",1.268,0.04,G,1.23,0.03,C," ",3.4328,5.0E-4,0.004,95," ",3.42,3.44,,C," "," ",00393+3052,I,1,1," "," "," ","  ",,,,,,S," "," ",3627,"B+30   91 ","          ","          ",1.23,K3III...,X
84970," ",17 22 00.58,-24 59 58.2,3.27,1,H,260.50243371,-24.99948797," ",5.79,-8.84,-23.64,0.62,0.43,0.69,0.71,0.47,-0.19,-0.23,-0.14,0.09,-0.28,-0.26,-0.22,0.39,0.04,-0.5,0,1.94,3.016,0.002,3.229,0.002," ",-0.186,0.002,T,-0.21,0.02,A," ",3.1931,0.0019,0.012,64," ",3.18,3.21,0.14,P,1,A,"          "," ",,1," "," ",S,"  ",,,,,,S," ",P,157056,"          ",C-24 13292,P-24  5876,-0.21,B2IV,4
75458," ",15 24 55.78,+58 57 57.7,3.29,,G,231.2324337,58.96602354," ",31.92,-8.27,17.3,0.42,0.47,0.51,0.38,0.49,0.08,-0.14,-0.28,-0.25,-0.05,0.02,-0.08,-0.33,0.21,-0.01,0,-0.21,4.827,0.003,3.435,0.002," ",1.166,0.007,G,1.07,0.03,C," ",3.4638,5.0E-4,0.005,104," ",3.46,3.48,," "," "," ",15250+5859,I,1,1," "," "," ","  ",,,,,,S," "," ",137759,"B+59 1654 ","          ","          ",1.07,K2III,X
24305," ",05 12 55.87,-16 12 19.5,3.29,,G,78.2328046,-16.20542901," ",17.69,45.66,-16.13,0.48,0.44,0.71,0.53,0.53,0.08,0.32,-0.08,-0.06,-0.15,-0.22,-0.24,0.0,-0.2,-0.09,1,0.81,3.162,0.002,3.269,0.002," ",-0.11,0.18,G,-0.09,0.02,A," ",3.2528,5.0E-4,0.004,116," ",3.24,3.26,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",33904,"B-16 1072 ","          ","          ",-0.09,B9IV: HgMn,G
50099," ",10 13 44.28,-70 02 16.5,3.29,1,H,153.43449551,-70.03792169," ",8.81,-35.73,7.55,0.45,0.4,0.48,0.56,0.43,0.07,0.0,0.08,-0.07,-0.08,0.01,-0.06,0.04,0.01,-0.07,0,0.44,3.21,0.003,3.288,0.002," ",-0.074,0.024,G,-0.03,0.02,A," ",3.2783,8.0E-4,0.006,104," ",3.27,3.29,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",89080,"          ","          ",P-69  1178,-0.03,B8III,X
21281,H,04 33 59.72,-55 02 42.0,3.3,1,G,68.49882684,-55.04500559,A,18.56,58.06,12.73,0.89,0.86,0.46,0.64,0.58,-0.4,0.01,-0.05,0.01,0.03,-0.12,-0.02,-0.15,-0.06,-0.05,2,1.52,3.159,0.003,3.248,0.003,*,-0.079,0.015,G,-0.08,0.02,A,*,3.2372,0.001,0.012,105,*,3.21,3.25,2.94,P,1,A,04340-5503,I,1,2,C," ",A,AB,146,0.304,0.002,0.95,0.02,S," ",P,29305,"          ","          ",P-55   663,-0.08,A0V:,X
51576," ",10 32 01.48,-61 41 07.3,3.3,2,G,158.0061825,-61.68536031," ",6.56,-16.59,11.42,0.43,0.42,0.49,0.48,0.44,0.29,0.07,0.19,0.01,0.01,0.02,0.03,-0.15,0.05,0.38,0,2.97,3.245,0.005,3.351,0.005," ",-0.089,0.044,G,0.02,0.02,A," ",3.3225,0.0076,0.056,113," ",3.24,3.47,,U,2," ","          "," ",,1," "," "," ","  ",,,,,,S," ",P,91465,"          ","          ",P-61  1704,0.02,B4Vne,X
29655,H,06 14 52.70,+22 30 24.6,3.31,2,H,93.71956952,22.50682376,A,9.34,-62.53,-10.24,2.24,1.58,1.99,2.46,1.57,-0.15,0.5,-0.15,-0.32,-0.04,0.11,0.11,-0.59,0.22,-0.08,3,3.0,5.358,0.011,3.485,0.008,A,1.6,0.39,G,2.7,0.14,O,*,3.2945,0.0053,0.076,62,*,3.2,3.43,233.0,P,1,B,06149+2230,I,1,2,C," ",B,AB,261,1.705,0.044,2.69,0.16,S," ",W,42995,"B+22 1241 ","          ","          ",2.7,M3III,X
85267," ",17 25 23.66,-56 22 39.7,3.31,1,H,261.34858274,-56.37768824," ",2.87,-0.77,-15.85,0.6,0.52,0.75,0.72,0.59,-0.37,-0.16,-0.13,-0.02,0.1,0.11,0.13,-0.04,-0.06,-0.27,0,0.95,3.138,0.003,3.298,0.003," ",-0.15,0.002,G,-0.12,0.02,A," ",3.271,0.0012,0.007,75," ",3.26,3.28,,M," "," ",17254-5623,I,1,1," "," "," ","  ",,,,,,S," "," ",157246,"          ","          ",P-56  8225,-0.12,B1Ib,X
14354," ",03 05 10.50,+38 50 25.9,3.32,2,H,46.29373754,38.84053298," ",10.03,128.69,-106.61,0.65,0.57,0.83,0.68,0.63,0.09,0.39,-0.25,0.0,-0.08,-0.07,-0.04,-0.01,0.13,0.12,0,2.45,5.382,0.008,3.583,0.009," ",1.528,0.01,T,2.76,0.06,O," ",3.2889,0.0195,0.055,52," ",3.23,3.43,,U,2," ","          "," ",,1," "," ",S,"  ",,,,,,S," ",P,19058,"B+38  630 ","          ","          ",2.74,M3IIIvar,X
59774," ",12 15 25.45,+57 01 57.4,3.32,,H,183.85603795,57.03259792," ",40.05,103.56,7.81,0.42,0.47,0.6,0.56,0.54,0.17,0.11,-0.21,0.26,-0.15,0.24,-0.08,0.27,-0.03,0.26,0,-0.62,3.421,0.002,3.314,0.002," ",0.077,0.005,G,0.03,0.05,D," ",3.3353,4.0E-4,0.004,138," ",3.33,3.34,,C," "," ",12155+5702,I,1,1," "," "," ","  ",,,,,,S," "," ",106591,"B+57 1363 ","          ","          ",0.03,A3Vvar,X
88048," ",17 59 01.60,-09 46 24.1,3.32,,H,269.75665662,-9.77334973," ",21.35,-10.31,-116.12,0.72,0.45,0.79,0.86,0.53,0.04,-0.38,-0.15,0.13,-0.07,0.06,-0.04,-0.04,0.02,0.06,0,0.39,4.607,0.004,3.433,0.003," ",0.987,0.035,G,0.95,0.02,A," ",3.4871,4.0E-4,0.004,69," ",3.48,3.49,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",163917,"B-09 4632 ","          ","          ",0.95,K0III,X
5165," ",01 06 05.11,-46 43 06.6,3.32,,G,16.52127713,-46.71849042," ",16.46,-70.16,31.6,14.59,15.14,22.22,18.11,15.94,-0.21,-0.05,-0.24,-0.07,0.05,0.06,0.06,-0.22,0.02,-0.2,2,,4.446,0.003,3.416,0.003," ",0.885,0.001,G,0.9,0.02,A," ",3.4646,4.0E-4,0.004,130," ",3.46,3.47,,D," "," ",01061-4643,I,1,1,X," ",S,"  ",,,,,,S," ",G,6595,"          ",C-47   324,P-47   129,0.9,G8IIIvar,X
84143," ",17 12 09.18,-43 14 18.6,3.32,,G,258.038233,-43.23849039," ",45.56,22.01,-287.41,0.71,0.45,0.79,0.77,0.49,-0.17,-0.34,-0.12,0.27,-0.04,0.09,0.03,0.46,-0.2,-0.25,0,0.43,3.821,0.003,3.368,0.003," ",0.441,0.003,T,0.47,0.02,A," ",3.4149,4.0E-4,0.004,83," ",3.41,3.42,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",155203,"          ",C-43 11485,P-43  7912,0.47,F3p,X
93864," ",19 06 56.44,-27 40 11.3,3.32,,G,286.73517629,-27.66981416,+,27.09,-50.79,-250.51,1.57,1.44,1.48,2.42,2.84,-0.45,-0.03,-0.54,-0.6,0.56,-0.27,0.46,-0.92,0.58,-0.66,0,0.08,4.844,0.005,3.448,0.003," ",1.169,0.044,G,1.15,0.02,A," ",3.4689,7.0E-4,0.004,70," ",3.46,3.48,," "," "," ","          "," ",,1,O," "," ","  ",,,,,,S," "," ",177716,"          ",C-27 13564,P-27  6617,1.15,K1/K2III,3
54879," ",11 14 14.44,+15 25 47.1,3.33,,G,168.56017036,15.4297631," ",18.36,-59.01,-79.37,0.72,0.52,0.77,0.77,0.59,-0.07,0.03,-0.12,-0.14,-0.13,-0.29,-0.19,0.21,0.1,-0.07,0,1.45,3.341,0.004,3.325,0.003," ",-0.003,0.005,G,0.01,0.03,C," ",3.3288,6.0E-4,0.004,58," ",3.32,3.35,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",97633,"B+16 2234 ","          ","          ",0.01,A2V,X
19780," ",04 14 25.43,-62 28 26.3,3.33,1,G,63.60596306,-62.47397888," ",19.98,41.64,49.72,0.41,0.41,0.45,0.38,0.43,-0.1,-0.05,-0.07,-0.37,0.15,0.11,0.13,-0.17,-0.02,0.13,0,-0.2,4.489,0.002,3.438,0.002," ",0.915,0.006,G,0.91,0.02,A," ",3.4953,6.0E-4,0.005,111," ",3.49,3.5,,M," "," ",04144-6228,I,1,1," "," "," ","  ",,,,,,S," "," ",27256,"          ","          ",P-62   332,0.91,G7III,X
38170," ",07 49 17.66,-24 51 35.2,3.34,1,G,117.32357809,-24.85978401," ",2.42,-5.56,-0.71,0.42,0.46,0.74,0.47,0.42,-0.04,0.18,-0.02,0.12,0.09,0.0,0.12,-0.39,0.28,-0.04,0,-0.54,4.925,0.002,3.468,0.002," ",1.218,0.004,G,1.08,0.02,A," ",3.5109,0.0011,0.009,156," ",3.5,3.55,,U,2," ",07493-2452,I,1,1," "," ",S,"  ",,,,,,S," "," ",63700,"          ",C-24  6030,P-24  2939,1.08,G6Ia,4
8886," ",01 54 23.68,+63 40 12.5,3.35,1,H,28.59868107,63.67014686," ",7.38,31.98,-18.66,0.32,0.42,0.57,0.37,0.49,-0.44,0.15,-0.12,0.27,-0.2,0.11,-0.18,0.11,0.1,-0.45,0,-1.73,3.183,0.002,3.329,0.002," ",-0.15,0.007,G,-0.12,0.03,C," ",3.3107,3.0E-4,0.005,223," ",3.3,3.32,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",11415,"B+62  320 ","          ","          ",-0.12,B2pvar,X
41704," ",08 30 16.03,+60 43 06.4,3.35,,H,127.56679232,60.7184311," ",17.76,-134.31,-107.73,0.4,0.44,0.65,0.4,0.47,-0.21,0.17,-0.14,0.35,0.09,-0.07,0.14,-0.22,0.04,-0.1,1,2.22,4.426,0.002,3.45,0.002," ",0.856,0.002,T,0.87,0.0,L," ",3.5041,4.0E-4,0.004,134," ",3.5,3.51,," "," "," ",08303+6043,I,1,1," "," "," ","  ",,,,,,S," "," ",71369,"B+61 1054 ","          ","          ",0.87,G4II-III,X
25281,H,05 24 28.62,-02 23 49.7,3.35,2,G,81.11923774,-2.39713844,A,3.62,-0.54,-3.21,0.94,0.69,0.88,0.97,0.73,0.47,0.24,-0.03,-0.44,-0.47,0.15,-0.45,-0.38,-0.1,0.28,16,2.04,3.165,0.011,3.359,0.009,A,-0.24,0.16,G,-0.16,0.02,A,*,3.2919,0.0059,0.061,79,*,3.26,3.53,7.99,P,1,A,05245-0223,I,1,2,C," ",A,AB,78,1.695,0.005,1.32,0.02,S," "," ",35411,"B-02 1235 ","          ","          ",-0.16,B1V + B2,G
32362," ",06 45 17.43,+12 53 45.8,3.35,,H,101.3226398,12.89605513," ",57.02,-115.16,-190.91,0.74,0.43,0.83,0.67,0.5,-0.1,0.54,-0.1,-0.15,0.07,-0.31,0.04,-0.43,-0.07,0.08,0,-1.42,3.879,0.003,3.393,0.002," ",0.443,0.008,G,0.48,0.03,C," ",3.4417,5.0E-4,0.004,86," ",3.44,3.45,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",48737,"B+13 1396 ","          ","          ",0.48,F5IV,X
